# Dead-ends catalogue — single source of truth (2026-08-18 reconstruction from EM/Meta/DeadEnds.lean and the session logs).
# num<TAB>cat<TAB>name<TAB>approach<TAB>rationale<TAB>session<TAB>witness<TAB>revival<TAB>status
# cat: OS orbit-specificity | DG decorrelation gap | AG aggregate gap | CO collapse | CI circularity | SF structurally false
#      TM technique mismatch | SM scale mismatch | MR methodological rule | -- number never assigned
# witness: a genuine (non-placeholder) Lean theorem, or —.  revival: weak-MC revival score 0–3, or -.
# Regenerate outputs with: python3 tools/gen_dead_ends.py
# Session numbers (S1–S307) refer to the project's session logs (agents/state/strategy_log*.md);
# the full text of sessions 1–274 is kept locally and is not part of the public repository.
137	SF	AEP false at $q=3$ (absorption)	\code{AccumulatorEquidistPropagation}: nonzero classes of $\mathrm{genProd}\,n\,k \bmod q$ keep density $1/(q-1)$ (later $r/(r^2-1)$) as $k$ grows.	At $q=3$ death ($\mathrm{genProd} \equiv 2$) forces $\mathrm{genSeq}=3$, hence $\mathrm{genProd}\equiv 0 \pmod 3$ forever; $F_k(1),F_k(2) \sim C 2^{-k} \to 0$ while $F_k(0)\to 1$. Heuristically false at every fixed $q$ (absorption rate $\sim 1/\log q$ per step); \code{DeathDensityLB}$(3,c)$ false for all $c>0$.	266	death_then_permanent_absorption	1	still valid; alias: old in-file label \#138 = this entry (normalized 2026-08-12); mechanism quantified by \#157
138	SF	SRE limit wrong: $r/(r^2-1)$	\code{SquarefreeResidueEquidist}: density of squarefree $n \equiv a \pmod r$ among squarefree $n$ tends to $1/(r-1)$, as base case of the CRT-propagation chain.	For $\gcd(a,r)=1$ the density is $(1/r)\prod_{p\neq r}(1-p^{-2})/\prod_p(1-p^{-2}) = r/(r^2-1)$; class $0$ has density $1/(r+1) \neq 0$; discrepancy factor $r/(r+1)$ (for $r=3$: $3/8$ vs $1/2$). The stated Prop was a false open hypothesis; limit corrected in code.	266	—	1	still valid (formulation bug, fixed); caution: pre-2026-08-12 \#138 comments mean \#137
139	AG	Backward-dynamics chain broken everywhere	Chain ETA + DCTA + SRE $\Rightarrow$ CRTPropagationStep $\Rightarrow$ AEP $\Rightarrow$ DeathDensityLB $\Rightarrow$ SMLB $\Rightarrow$ LMG $\Rightarrow$ PositiveDensityRSD (Tao--Collatz backward density decomposition).	ETA false at $c=-1$ (\#136), DCTA false at $q=3$, SRE mis-stated (\#138), CRTPropagationStep false (absorption drains nonzero-class mass each step even with the corrected limit), AEP false (\#137), SMLB$(c)$ likely false since absorption forces $\mathrm{genSeq}$ to grow; chain zero-sorry but vacuous.	266	—	0	still valid; chain archived (Session 301 reorg), plumbing deleted Session 288
140	SF	Cauchy--Davenport coverage vacuous ($\mathrm{minOrder}=2$)	Coverage of $(\mathbb{Z}/q)^\times$ by iterated products of factor sets via Mathlib's \code{cauchy\_davenport\_minOrder\_mul}, extended by Kneser.	For every prime $q\ge 3$, $-1$ has order $2$, so $\mathrm{minOrder}(\mathbb{Z}/q)^\times = 2$ and CD gives only $|AB|\ge 2$; the safe-prime hypothesis forces $q=3$; Kneser (not in Mathlib) would still face ordering (\#4) and generation$\neq$coverage (\#130).	234	iterated_product_dead_end_landscape	1	still valid; alias: S234/S243 "Cauchy-Davenport \#137" = \#140; label \#140 first used Session 296
141	TM	Rogue character contradicts no known bound	Rigidity framework: perpetual avoidance of $q$ yields $\chi\neq 1$ with $\|S_\chi(N)\| \ge N/(q-2)$; contradict it with a character-sum estimate.	No standard bound applies to $\sum_{n<N}\chi(\prod n \bmod q)$: Pólya--Vinogradov (not consecutive integers), Burgess (no interval), Halász (not multiplicative in $n$), large sieve (averages over $\chi$), Shiu (consecutive primes in one class exist), CRT (moduli independent); a walk-specific bound is CCSB itself.	283	perpetual_avoidance_rogue	0	still valid (analysis S282, recorded S283)
142	SF	Mod-4 CvdP argument closes only $q=5$	Generalize the Cox--van der Poorten mod-4 omission argument for the max sequence to further primes and transport a propagating congruence obstruction to the min sequence.	For $q=11,13$ the forced smooth sets $5^a7^b11^c(13^d)$ meet the class $3 \bmod 4$ since $7\equiv 11\equiv 3$; on the min side $\minFac N=q$ is an open congruence condition: $N=35$ satisfies all max-side congruence hypotheses, has $\minFac 35=5$, is not a $5$-power.	298	min_side_no_smoothness_forcing	0	still valid; max-variant control; obstruction actually lives mod 12
143	CO	Congruence certificate collapses to MC	Hypothesis \code{IC\_min}: a missing prime is certified by a propagating congruence invariant, in analogy with the max sequence (CvdP/Booker).	The No-Invariant Theorem \code{no\_cvdp\_obstruction} (eviction, free-state fullness via Dirichlet, CRT-reach) shows no propagating congruence set blocks a missing prime, so \code{IC\_min} $\leftrightarrow$ \code{MullinConjecture}; \code{SingleHitHypothesis}/\code{DynamicalHitting} make it vacuous. Any disproof of MC must be non-congruential.	298	CvdP.ic_min_network	0	still valid; strengthened by \#150 and \code{Obstruction/Fragment.lean} (S307)
144	TM	Reciprocity transfer to min sequence fails	Transport the Cox--van der Poorten / Booker omission proofs (Jacobi symbols between sequence data, moduli growing with the orbit) from max to min sequence.	Max proofs make a real character constant on the finite factor support of the Euclid number; $\minFac$ confines it to a cofinite set, where no nontrivial character is constant (\code{char\_non\_constancy}). The invariant is congruential at $\Pi_n=8mP_n$: eviction automatic, fullness at $\Pi_n$, fragment empty.	298	Reciprocity.no_reciprocity_induction_proof	0	witnessed by \code{Reciprocity.no\_reciprocity\_induction\_proof} (real proof, S307); registry previously said assessment-only
145	CO	Simultaneous avoidance decouples	Heath-Brown-genre pairwise incompatibility: two or $k$ primes cannot all be missing, using the shared finite prefix that Finite Hitting forces on all hits.	$k$-fold missingness is the monotone condition $S\cap\mathrm{Im}(\minFac)=\emptyset$ with no interaction term; the apparent tail confinement is unconditional (holds for present primes too); the only shared budget (rogue characters + large sieve) is mispriced by $2^N/N$ (\#108); embeddings give almost-all statements (\#90).	298	CvdP.hittingSet_finite	1	still valid; sharpened by \code{hittingSet\_ncard\_le\_appearing} (S299)
146	SF	Zero-configuration (eventually-prime) branch	Consumption/ledger receptacles for MC; two agents independently hit the branch where $P_n+1$ is prime for all large $n$.	Under perpetual primality $P_{n+1}=P_n(P_n+1)$ and the walk mod $q$ is autonomous, $w\mapsto w^2+w$; $w^2+w+1$ has no root in $\mathbb{F}_q$ for $q\equiv 2\pmod 3$, so MC would fail on a density-$1/2$ set. Consumption receptacles are vacuous there ($\omega(P_n+1)-1\equiv 0$); ledgers must be gated on (C$\infty$).	299	AutonomousBranch.eventually_prime_implies_not_mullin	2	still valid; yields MC $\Rightarrow$ infinitely many $P_n+1$ composite; new Four-Way Blocker facet
147	TM	Avoidance does not force factor-set diversity	Contrapositive of the diversity chain: a missing $q$ forces eventually monochromatic factor sets mod $q$, contradicting \code{diverse\_steps\_imply\_vanishing}.	(F1) \code{meanCharValue} contracts by averaging over a factor set while the walk selects one factor with $\|\chi(s)\|=1$; (F2) the chain concludes some branch reaches $-1$, avoidance constrains one branch; (F3) \code{productMultiset} fixes factor sets in advance, real ones are path-dependent.	299	diverse_steps_imply_vanishing	1	still valid; witness is the misapplied theorem itself
148	OS	Consumption ledger is one-sided	Shield-ledger incidence module: count small-prime consumption by an avoiding orbit and contradict a budget.	The ledger only yields caps (\code{hittingSet\_ncard\_le\_appearing}, starvation); a contradiction needs a lower bound on spending, which requires orbit control, exactly what the consumption discipline forbids. Detection strength is zero (tail class $0$ unconditionally via \code{exists\_tail\_coprime}); the Gap is false, not hard.	299	hittingSet_ncard_le	1	still valid; gated on (C$\infty$)
149	CO	Ledger small-prime output weaker than injectivity	Bound total small-prime consumption $\sum_{p\le y} h_\infty(p)$ via the hitting ledger (\code{hitting\_ledger\_bound}).	The ledger gives $\sum_{p\le y} h_\infty(p) \le \pi(y)^2$, strictly weaker than the injectivity bound $\pi(y)$ (\code{seq\_injective}), because ``$\exists p\le y$ with $p\mid N_n$'' is ``$\minFac N_n \le y$'': the roughness trap, quantified.	299	seq_injective	0	still valid; witness lives in \code{Core/Defs.lean}, not the file the registry names
150	CO	Covering-system congruence obstructions	Escape the single-modulus No-Invariant Theorem with an Erdős-style covering family of moduli.	Covering systems are finite by definition, so \code{exists\_tail\_coprime} at $m=\prod T$ kills fixed-finite-prime-set covering (\code{no\_finite\_prime\_covering}); assembling at the lcm gives one set at one modulus and \code{no\_cvdp\_obstruction} is set-generic. Residual escapes: unbounded/profinite families and anatomy invariants.	299	CvdP.no_covering_family_obstruction	0	still valid; the run's 15\% scope-hole prior resolved negatively
151	SF	Confinement cohomology Gap is false	Treat the Fact-4 confinement box (avoidance subcomplex) cohomologically and show $H^0$ vanishes.	\code{free\_transition} with \code{exists\_tail\_coprime} makes every tail state free, so the box is forward-mobile under the over-approximated \code{Transition}; $H^0\neq 0$. Restricting to orbit-realizable edges is DSL. Side-finding: \code{free\_transition} is rule-symmetric; the min/max break point is capture (\code{forcingState\_captures}), not fullness.	299	CvdP.free_transition	0	still valid; corrected a NoInvariant docstring bug
152	TM	Support-invisibility of algebraic invariants	Find an algebraic invariant of the collected prime bag that detects which primes are missing.	Missingness is a support condition on $\sum_p e_p$, but every computable algebraic invariant factors through $p\mapsto p \bmod m$, hence through the walk, which sees only the product.	299	—	0	still valid
153	AG	Iwasawa / Euler-system receptacle	Iwasawa theory or Euler systems (Kolyvagin derivatives) with the EM orbit playing the role of the tower.	Kolyvagin derivatives need classes over the full squarefree lattice; the orbit supplies a single maximal flag $P_0 \mid P_1 \mid \cdots$. No $\mathbb{Z}_p$-tower (layer degrees are not $p$-powers), no motive, no period formula.	299	—	0	still valid
154	SM	LSD/Wirsing density along the orbit	Landau--Selberg--Delange / Wirsing mean-value theorems for a density statement along the EM orbit.	No exponentially-sparse LSD theorem exists; the orbit contributes $O(\log x)$ terms below $x$, far under every LSD error term (Wirsing 1961, Tenenbaum II.5, Serre 1976 checked: nothing for sparse sequences).	299	—	1	still valid
155	SM	Nonstandard / ultraproduct receptacle	Transfer the avoidance statement to a hyperfinite orbit by Łoś and extract a Loeb-measure Gap.	Detection is honest (Łoś transfers avoidance) but the Loeb measure of the hyperfinite orbit is $0$ for every sequence, avoiding or not; a conservative extension yields no new Gap by definition.	299	—	0	still valid
156	SF	Uncentered ensemble character layer false	Ensemble variance route: \code{StepDecorrelation}, \code{CharSumVarianceBound}, \code{EnsembleCharSumConcentration}, \code{FourPointPCV}, \code{SecondMomentSquaredBound}, TWD, quantified over all $\chi$ with only $\mathrm{normSq}\le 1$.	Take $\chi\equiv 1$: \code{ensembleAvg} of $1$ is $1$, so the SD limit is $1$ not $0$; energy $K^2 \not\le CK$; bad density $1$; four-point average $\equiv 1$; $E[E^2]=K^4$. The side conditions ($\chi(0)=0$, $\sum\chi=0$) of \code{MultCancelToWalkCancel} were never back-ported. Repair: centered per-$\chi$ covariance plus Cesàro drift.	307	UncenteredRefutations.not_stepDecorrelation	0	hypothesis refuted (false, not hard); witnessed 2026-08-17; five open points were unsatisfiable
157	SF	Fixed-step multiplier equidistribution false	\code{EnsembleMultiplierEquidist} (limit $1/(q-1)$) and \code{JointStepEquidist} for $\mathrm{genSeq}\,n\,k \bmod q$ over squarefree starting points $n\le X$.	$\mathrm{genSeq}\,n\,0=2$ for every odd $n$ (\code{genSeq\_zero\_of\_odd}) and at least half the squarefree $n$ are odd, so mass $\ge 1/2$ sits on $2\bmod q$: false for $q\ge 5$. Not a parity artifact: on the family $2p$ the Dirichlet density of $\{\minFac(2p+1)=3\}$ is $1/2$. Independent of absorption.	307	UncenteredRefutations.not_ensembleMultiplierEquidist	0	hypothesis refuted; witnessed 2026-08-17; same mechanism as \#160 one step earlier
158	OS	Tail-identity Borel--Cantelli is \#90 again	\code{FourPointPCVImpliesDSL}: the proved tail identity makes $\prod M$ an ensemble member; a density-$O(1/K^2)$ bad-set bound plus Borel--Cantelli should give cofinally good windows for the orbit.	\code{standard\_tail\_not\_bad} needs the bad set to have $\mathrm{card}=0$, not density $\to 0$; a density-zero bad set may contain the sparse sequence $\{\prod M\}$ at no cost. The identity turns an orbit statement into an ensemble-member statement, but specificity reappears as which members are good (\#58/\#117).	307	—	0	still valid; documented-not-witnessed; walls the repaired \#156 forms from MC
159	CO	$\varepsilon$-interpolation family reformulates MC	The $(1-\varepsilon)\minFac + \varepsilon\cdot$random family: prove almost-sure capture at every fixed $\varepsilon>0$ and pass $\varepsilon\to 0$ to get MC.	\code{mullin\_iff\_exists\_failWeight\_bound}: for $q\neq 2$, MC at $q$ iff some $(\varepsilon,N,c)$ with $N\varepsilon<c$ has $\mathrm{failWeight}\le 1-c$; outside $N<c/\varepsilon$ no bound exists unless MC holds; if $q$ never occurs, $\mathrm{failWeight}\ge(1-\varepsilon)^N$, compatible with a.s. capture at every fixed $\varepsilon$. MC relocated into a finite window, not weakened.	307	mullin_iff_exists_failWeight_bound	0	still valid; unlike other CO entries a usable finite-horizon handle
160	SF	PE/MFRE/RoughLPFEquidist false: head domination	Population layer ANT $\Rightarrow$ MFRE $\Rightarrow$ PE $\Rightarrow_{\mathrm{DSL}}$ CME: the class $\minFac\equiv a\pmod q$ among $q$-rough integers has density $1/(q-1)$ ``by Dirichlet''.	The density of $\{\minFac m=p\}$ is $w_p=p^{-1}\prod_{r<p}(1-1/r)$; weights telescope, so the class density is the convergent series $\sum_{p\equiv a}w_p$ (\code{tendsto\_classCount\_div}) and RoughLPFEquidist is the identity $\sum_{p\equiv a}w_p=c_q/(q-1)$, on which Dirichlet is silent: the class of the least prime above $q$ receives more than its share (about twice for large $q$; the excess at any fixed $q$ is a finite positive-term computation, deliberately not run in Lean). Same for MFRE/PE, UCE.	-	HeadDomination.roughLPFEquidist_iff	0	hypothesis refuted 2026-08-17 (post-S307); DSL vacuous, headline CME $\Rightarrow$ MC; supersedes \#126
161	SM	Seed-magnitude large-step threshold	In the seed-average programme, define the large-step threshold from the accumulator size, $y_k = C k \log_2 P_k$, so that a ``large step'' at depth $k$ means $\tilde p_k > y_k$.	$y_k$ is a function of the seed's magnitude, not of its type, so $\{\tilde p_k > y_k\}$ is not measurable for the type $\sigma$-algebra mod $M_Y$; forcing measurability by size-stratification needs $Y \gtrsim (\log X)^A$, i.e.\ modulus $\exp((\log X)^A) \gg X$ --- the Bombieri--Vinogradov regime (\#96). Independently, the conditional probability of a large step at that threshold is $\asymp 1/\log\log X$, so Theorem~C would be vacuous and (LS) false as stated. Repaired by the type-determined $y_k = C k \log_2 c_k$ (cofactor), which keeps the modulus constant and gives $\log y_k = (2+o(1))\log k$, exactly what the far-band estimate needs.	309	—	3	statement-level near miss, repaired in session 309; recorded so the seed-magnitude threshold is not re-introduced
162	AG	Worst-case bag-prime bound in Lemma D	Bound the primes dividing the seed (the ``bag'' primes) in Lemma D by the worst case $\omega(m) \le \log_2 m$.	Once the threshold is type-determined, the worst-case bound is unbounded on a single type and destroys the uniform-in-$k$ constant: an average-case supply statement is being asked to hold per fibre. Repaired by a first moment, $\mathbb{E}\big[\sum_{r \mid m,\ r > z} 1/r\big] \le 2/(z\log z)$, and a Markov exclusion of a set of relative density $\le 1/C$ (\code{TailEstimate.seed\_divisor\_first\_moment}, \code{TailEstimate.markov\_divisor\_mass}).	309	—	3	statement-level near miss, repaired in sessions 309--310
163	SM	Truncation quantifier order in Theorem C	State the truncation limit of Theorem~C as $\exists Y_0\ \forall Y \ge Y_0$ at a fixed horizon $n$ (the (e-3) shape, and \S F.2 of the (LS) proof).	Under that order the far-band constant $c_0$ degenerates as $\log\log Y/\log k \to \infty$, so $c_0$ is not absolute; and simultaneously forcing the degenerate-prefix tail to vanish requires $\log Y \gg n \log n$. The two requirements are incompatible at fixed $n$. Repaired by tying $Y$ to $n$ ($\log Y \asymp n^2$, cutoff $k \ge n/\log n$), which gives $c_0 \ge e^{-23}$ and changes the statement shape of Theorem~C.	309	—	3	statement-level near miss, repaired in session 309; the policy window is now part of every statement
164	SF	Block-chaining substitute for Freedman	Replace a finite-horizon Freedman inequality by chaining a martingale estimate over blocks of consecutive steps (\S F.5.5 of the (LS) proof sketch).	False on two independent counts: (i) the harmonic charge budget is \emph{global} and admits no per-block version --- a middle block may consist entirely of high-exponent steps, so the per-block lower bound fails; (ii) the goodness of step $k$ depends on $\tilde p_{k+1}$, so the block indicator is not block-past-measurable and the chaining is not a martingale. Replaced by a finite-tree exponential supermartingale driven by the \emph{sure} compensator bound (\code{TreeChernoff.chernoff\_quarter\_local}), which needs neither stopping nor blocks.	309	—	3	refuted at statement level; witness idea: a path whose good steps all lie in $[0,n/2)$; the replacement landed in session 310
165	SF	Omitting $r \ne q$ from the $q$-free box process	Run the box/charge process of the (LS) proof over all primes $r \le Y$, including $r = q$ itself.	False at $r = q$: the $q$-free selector $\tilde p = \minFac_{\ne q}$ ignores $q$ entirely, so the brink lemma (F3) fails at $r = q$ and the step survival $S_k$ computes the wrong probability. The $q$-free type is a function of $m \bmod M_Y$ with $q \nmid M_Y$; $q$ is not a box coordinate at all, and the $q$-coordinate is carried separately by the capture identity.	309	—	1	structural; the exclusion $r \ne q$ is now built into \code{SelectionLaw.bandUpTo} and \code{SeedCapture}
166	CI	``The bag has caught up'' justification of $S_k \asymp 1$	Justify the linear growth of the compensator by the heuristic that only primes $r \gtrsim k/\log k$ are still active at depth $k$, the smaller ones having already been captured (\S1.7).	Circular: it assumes the small primes have been captured, which is precisely the population form of the conclusion (LS)/Theorem~C. Any proof of (LS) routing through ``the bag has caught up'' presupposes its own conclusion. The non-circular route, and the one actually formalized, is the harmonic charge budget $\sum_{r<2n} H_{r-1} \le \theta(2n)+\pi(2n) = O(n)$, which uses only that an \emph{uncaptured} prime pays $1/|B|$ into its own finite budget whenever it declines (\code{LargeStepRoughness.charge\_sum\_le\_harmonic}).	309	—	3	methodological; the repair is the charge budget, landed in session 309
167	TM	Logarithmic density for the simultaneous-in-$q$ form	Reformulate the seed-average law in logarithmic density, on the grounds that logarithmic density is compatible with countable operations in ways natural density is not, then close the simultaneous-in-$q$ form by Borel--Cantelli.	The premise is false: logarithmic density is \emph{also} only finitely additive (singletons have log density $0$ and their union is $\mathbb{N}$), so it supports no Borel--Cantelli. The settings where log density genuinely is better behaved do not apply: Davenport--Erd\H{o}s needs \emph{sets of multiples} (the failure sets $F_q$ are not divisibility conditions --- that is exactly what excluding $q$ from \code{bandUpTo} means, \#165), and log-averaged Furstenberg systems gain from \emph{dilation invariance}, which the greedy map lacks and which is orthogonal to simultaneity anyway. Independently, the $1/m$ weights destroy \code{SelectionLaw.selection\_law}: it is an \emph{equality} obtained from CRT surjectivity on a full period and requires a weight constant on residue classes, whereas $\sum_{m\le X,\ m\equiv a\,(M)} 1/m = (1/M)\log(X/M)+O(1/M)$ is exact only as $X/M\to\infty$ --- precisely the regime in which log density coincides with natural density on these $M$-periodic events. Pure loss.	312	SelectionLaw.selection_law	0	confirmed 2026-08-19; see docs/analysis/simultaneous\_in\_q\_scoping.md \S3
168	TM	Summable per-$q$ rates close the union over all primes	Make the Theorem C failure fraction summable in $q$ by choosing $n(q)$, then union-bound (Borel--Cantelli) over all primes to get the simultaneous-in-$q$ form of the seed-average law.	Summability \emph{is} achievable ($\varepsilon_q=q^{-2}$ with $C_c(q)=\max(48q,3q^2)$ and $n(q)\approx 2e^{250}\exp(8B\varphi(q))$; the $e^{25}\log n/n$ tail is slack, not binding), and the differing sample spaces are \emph{not} an obstruction ($\mathrm{modulus}\,q\,Y \mid P(Y')$, and \code{SelectionLaw.genSeqAvoid\_prefix\_eq\_of\_modEq} is stated for an arbitrary multiple of the band primes), so the finite-$S$ union bound is a genuine corollary (\code{AlmostAllDensity.finite\_simultaneous\_density}). But at scale $X$ only $q \lesssim \log\log\log X$ are controlled, and Borel--Cantelli is a theorem about \emph{countably additive} measures: under a finitely additive density $\sum_q \varepsilon_q<\infty$ implies nothing about $\bigcup_q F_q$ (increasing sets of density $\le\delta$ can have union of density $1$). The rate is not the obstruction; the additivity is. The repair is a countably additive ambient measure --- the profinite ensemble $(\widehat{\mathbb{Z}},\mathrm{Haar})$, in which every event is a cylinder event.	312	AlmostAllDensity.finite_simultaneous_density	1	confirmed 2026-08-19; the sub-claim is false, the route is NEEDS-NEW-INPUT rather than dead; see docs/analysis/simultaneous\_in\_q\_scoping.md \S2
169	CO	Harmonic charge budget applied to a single orbit	Use \code{LargeStepRoughness.charge\_sum\_le\_harmonic} --- a sure, per-path, hypothesis-free inequality --- to constrain the primes missed by one Euclid--Mullin orbit (in particular the true orbit, seed $m=2$).	Vacuous: the budget is an \emph{identity}, not an inequality with slack. The box starts at $r-1$, a charge decrements it by \emph{exactly} one (\code{boxCard\_succ\_of\_charged}) and a non-charge leaves it unchanged (\code{boxCard\_of\_not\_charged}), so the charged box sizes are exactly $r-1,\dots,r-C$ and $\sum_{\text{charged}} 1/|B| = H_{r-1}-H_{r-1-C}$. The theorem is therefore \emph{equivalent}, for a single path, to $C \le r-2$ --- and the Lean proof is transparently that, an injection into \code{Finset.range (r-1)}. But $C$ counts distinct cofactor residues at $r$-exposed steps, which are units mod $r$, so $C \le r-2$ is forced by counting alone. Zero orbit-distinguishing content at every $r$ and every horizon; the aggregate form is within an absolute constant of generic behaviour. The reading ``$\approx r\log r$ declines are permitted'' is a lossy relaxation --- only \emph{charges} are bounded, declines are not.	313	—	1	confirmed 2026-08-19 by attack-analytic, attack-dynamicalsystem (blind) and the coordinator independently; see docs/analysis/sure\_layer\_missed\_primes.md \S2.1
170	CI	``The box has not collapsed'' as a usable branch	Extract information about a missed prime $r$ from the surviving branch of the missed-prime dichotomy, namely that the box $B_k(r)$ stays large / never empties.	Circular. \code{seed\_mem\_box}'s Lean proof is literally ``exposure $\Rightarrow$ non-divisibility'' (it ends in \code{not\_dvd\_succ\_of\_exposed\_avoid}), so $|B_k(r)|\ge 1$ unwinds to ``$r \nmid \Prod{m}(j) + 1$ at every $r$-exposed $j<k$'', i.e. the walk mod $r$ avoids the death class --- which is $\neg\mathrm{DynamicalHitting}(r)$, the hypothesis one is trying to contradict. The other branch (``$r$ rarely exposed'') is refuted outright by \code{few\_small\_multipliers}: at least $n-\pi(r)$ of the first $n$ steps are $r$-exposed regardless. Nor can the circle be broken by weakening: the only nonvacuous quantitative negation, $C \ge r-1$, \emph{is} MC($r$). Exact mirror of \#166 --- \#166 blocks the entrance to (LS), this blocks the exit.	313	—	0	confirmed 2026-08-19; both agents independently; see docs/analysis/sure\_layer\_missed\_primes.md \S2.3
171	SF	Sure layer can force a capture ($q$-free model obstruction)	Derive, from the sure layer alone (charge budget, brink lemma, distinctness, \code{chargeBudget\_le}, \code{pathwise\_compensator}), that some prescribed prime $q$ must be captured by the orbit.	Structurally impossible. Every theorem of the sure layer is proved \emph{about} $\code{genSeqAvoid}\,q\,m$, and \code{SeedCapture.genSeqAvoid\_ne\_avoided} proves that this dynamics \emph{never selects} $q$. So at every finite horizon on which the $q$-free orbit is nondegenerate, the entire layer is satisfied by a dynamics that misses $q$ by construction; no consequence of the layer alone can force any capture. Stated precisely so as not to overclaim: capture \emph{is} recoverable per-orbit via \code{captured\_iff\_mem\_visited} at $m'=m$, but nothing sure forces \code{visitedSetAvoid} to grow so as to contain a \emph{prescribed} class. The single cleanest reason the orbit direction is closed, and the only one with a ready-made formal witness.	313	SeedCapture.genSeqAvoid_ne_avoided	0	confirmed 2026-08-19 by attack-dynamicalsystem; verified against source by the coordinator; see docs/analysis/sure\_layer\_missed\_primes.md \S2.2
172	OS	Sure compensator as evidence of coverage progress	Read \code{pathwise\_compensator} ($\sum_{k<n} S_k \ge (c_1/2)n$, sure and per-path) as forcing the orbit to make progress toward covering the residues mod $q$.	Wrong sign. $S_k = \prod_r (1-\rho_r)$ is \emph{maximal} ($\equiv 1$) exactly when no position is ever new --- i.e. for the orbits that capture nothing. Per-path, ``large $S_k$'' means ``no progress toward coverage''; the opposite (ensemble) reading requires the seed residue to be uniform in its box, which is \#90. Both proved sure bounds --- charge $\le$, survival $\ge$ --- constrain the half-line \emph{opposite} to capture-freeness: the configurations satisfying the whole layer are downward-closed in charge, and the capture-free ones sit at the extreme point (zero charge, $S_k\equiv 1$, boxes frozen). No upper bound on charge can exclude zero charge.	313	—	0	confirmed 2026-08-19 by attack-dynamicalsystem; see docs/analysis/sure\_layer\_missed\_primes.md \S2.4
173	AG	Applying \code{pathwise\_compensator} to the orbit of 2	Instantiate the sure compensator at the true Euclid--Mullin orbit ($m=2$) to obtain an unconditional per-path statement about it.	Inapplicable at every horizon. The theorem requires $(\forall j<n,\ \tilde p_j \le Y)$ \emph{and} $\log Y \le n^2$ (and $e^{600}\le n$). No sure bound of that shape holds for the true orbit: the only sure size information permits $p_k \approx 2^{2^k}$, i.e. $\log Y \approx 2^n \gg n^2$. In the seed-average programme $Y$ is a \emph{policy} on a seed population and the violating seeds are absorbed into \code{ls\_plus}'s additive degenerate-tail term --- a single orbit cannot be absorbed into a tail term. Any future dispatch wanting to use the compensator on one orbit must first supply an unconditional $\log p_k \le k^2$, which is strictly stronger than (C$\infty$).	313	—	1	confirmed 2026-08-19 by attack-analytic; hypotheses verified against source; see docs/analysis/sure\_layer\_missed\_primes.md \S2.4
174	TM	Bounding the missed-prime counting function	Bound $\mathrm{missed}(x)=\pi(x)-\#\{k: p_k \le x\}$, or $\sum_{q \text{ missed} \le x} 1/q$, or any nontrivial function of the missed set of one orbit.	Every such target requires a \emph{lower} bound on the hit count. The sure layer's only multiplier-size statement is \code{few\_small\_multipliers}, an \emph{upper} bound on the number of small multipliers --- the wrong direction, and the only one available, because distinctness is the only sure arithmetic fact about the multiplier sequence. Moreover a lower bound is gated on an open problem: under \code{AutonomousBranch.PerpetualPrimality} (open; its negation is (C$\infty$), the top frontier item) $p_k = \prod_k+1$ grows doubly exponentially and $\mathrm{hits}(x)=O(\log\log x)$; even granting (C$\infty$), compositeness gives only $p_k \le \sqrt{\prod_k+1}$, still doubly exponential. Hence any nontrivial bound on $\mathrm{missed}(x)$ implies (C$\infty$) and much more, and cannot come from a bookkeeping layer. Underlying cause: the \emph{sign asymmetry of} \code{minFac} --- $p_k=\minFac(N_k)$ yields infinitely many non-divisibility facts and exactly one divisibility fact, about a prime captured by definition.	313	—	1	confirmed 2026-08-19 by attack-analytic; see docs/analysis/sure\_layer\_missed\_primes.md \S2.5, \S4
